,state,account_length,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_eve_minutes,total_eve_calls,total_night_minutes,total_night_calls,total_intl_minutes,total_intl_calls,customer_service_calls,churn,total_charge
295,IN,166,0,0,0,204.2,115,179.9,152,216.8,109,9.5,5,1,0,62.33
296,DC,74,0,0,0,85.7,83,247.7,67,142.4,85,10.1,5,2,0,44.76
297,AR,36,0,0,0,157.6,117,184.3,58,240.4,99,11.9,1,0,0,56.49
298,ME,113,0,0,0,215.5,129,218.7,117,207.1,91,6.6,9,4,0,66.33000000000001
299,MN,94,0,0,0,181.5,98,199.9,88,287.7,114,6.6,5,1,0,62.58
300,MD,67,0,0,0,171.7,80,110.4,81,195.4,111,11.9,4,2,0,50.57
301,FL,127,0,0,0,266.6,106,264.8,168,207.2,119,5.9,2,1,1,78.74000000000001
302,RI,121,0,0,0,170.4,108,350.5,68,297.0,87,11.2,3,0,1,75.14999999999999
303,IA,158,0,0,0,158.0,106,292.5,114,241.1,89,9.1,4,1,0,65.03
304,AZ,136,0,0,0,92.0,117,253.6,77,214.1,90,10.3,10,1,0,49.61000000000001
305,MO,196,0,0,0,234.0,109,249.5,114,173.1,70,9.1,5,2,0,71.24
306,VT,113,0,0,0,272.1,111,268.5,118,213.8,105,8.5,10,1,1,81.0
307,IN,122,0,0,0,296.4,99,214.8,89,133.9,107,11.4,3,4,1,77.76
308,RI,112,0,0,0,194.4,101,190.3,82,183.4,107,11.4,2,0,0,60.559999999999995
309,SD,209,0,0,0,227.2,128,258.4,92,183.5,74,8.9,4,3,0,71.24000000000001
310,MN,62,0,0,0,248.7,109,220.0,118,265.7,78,13.2,2,1,1,76.5
311,TX,110,0,1,38,236.3,102,195.9,112,183.5,82,9.7,6,1,0,67.7
312,VA,16,0,0,0,205.6,69,169.5,93,220.1,64,10.9,3,0,0,62.199999999999996
313,MA,73,0,0,0,94.1,136,280.3,122,205.0,77,9.8,4,0,0,51.71
314,ID,128,0,0,0,125.2,99,205.4,107,254.4,111,18.9,2,0,0,55.29
315,MA,39,0,0,0,60.4,158,306.2,120,123.9,46,12.4,3,1,0,45.23
316,GA,103,0,1,28,121.0,105,270.4,100,160.5,76,7.7,4,2,0,52.849999999999994
317,RI,119,0,1,29,117.8,66,256.8,114,147.6,76,7.6,3,3,0,50.55
318,ID,173,0,1,21,232.4,96,211.9,118,273.0,102,5.0,5,3,0,71.16
319,SD,128,1,1,32,223.5,81,188.8,74,154.9,101,9.4,2,2,1,63.559999999999995
320,MA,86,0,0,0,176.3,79,259.2,97,287.4,78,6.2,3,0,0,66.60000000000001
321,WY,114,0,1,32,125.2,79,177.8,105,232.4,89,12.9,3,1,0,50.33
322,VA,104,0,0,0,138.7,107,256.9,113,234.9,74,10.0,3,0,0,58.690000000000005
323,OR,148,0,0,0,86.3,134,246.6,92,251.6,91,11.3,4,1,0,50.0
324,VA,129,0,0,0,207.0,91,154.9,121,245.1,112,13.4,5,3,0,63.01
325,ME,100,0,1,30,58.8,104,219.5,107,152.3,118,7.1,3,0,0,37.43
326,AL,121,0,1,35,68.7,95,209.2,69,197.4,42,11.4,4,1,0,41.42
327,GA,143,0,1,33,239.2,109,235.5,112,156.3,95,9.5,4,1,0,70.27999999999999
328,IA,76,0,0,0,198.3,130,217.1,86,188.4,96,12.5,3,0,0,64.02
329,AZ,158,0,0,0,205.2,97,240.6,77,79.7,108,14.4,12,0,0,62.81
330,FL,116,0,0,0,192.1,98,312.9,135,130.2,94,7.9,2,3,0,67.25
331,MT,54,0,0,0,272.6,83,248.7,74,197.4,111,9.5,2,1,1,78.92999999999999
332,AL,86,0,0,0,128.3,121,197.1,93,138.4,152,12.2,5,7,1,48.080000000000005
333,DE,108,0,0,0,169.6,99,264.1,87,206.3,78,9.3,4,0,0,63.07
334,MT,66,0,0,0,201.3,95,152.8,66,233.2,101,7.5,4,1,0,59.730000000000004
335,KY,151,0,1,17,214.7,97,138.5,90,169.1,44,8.6,4,1,0,58.199999999999996
336,SC,99,0,0,0,169.2,70,271.5,77,170.2,104,10.6,2,0,0,62.36
337,WA,55,0,0,0,194.1,121,176.6,110,302.8,136,7.0,7,2,0,63.53
338,OR,77,0,0,0,233.8,104,266.5,94,212.7,104,7.6,3,2,0,74.02
339,AK,78,0,0,0,225.1,67,199.2,127,175.5,102,14.6,2,0,0,67.04
340,GA,89,0,0,0,213.0,63,176.6,71,262.6,126,9.1,1,1,1,65.5
341,MN,101,0,0,0,183.9,115,255.9,101,275.0,145,10.8,11,1,0,68.31
342,IL,44,0,1,34,221.8,105,161.7,85,227.7,62,14.0,7,0,0,65.48
343,IN,98,0,1,21,64.6,98,176.1,86,244.8,84,0.0,0,2,0,36.97
344,SC,64,0,1,37,154.6,92,83.4,103,165.9,99,13.3,3,1,0,44.43000000000001
345,VA,141,0,0,0,260.2,131,179.2,120,135.0,119,7.2,8,3,0,67.47999999999999
346,WI,81,0,1,33,161.6,117,123.0,90,261.3,101,12.2,5,1,0,52.98
347,VT,162,0,0,0,220.6,117,155.2,121,186.7,89,10.5,11,1,0,61.92999999999999
348,AZ,83,0,1,41,155.9,122,162.3,107,127.6,105,13.1,5,3,0,49.58
349,FL,100,0,0,0,107.0,63,105.7,67,243.1,74,12.8,3,4,1,41.57
350,AK,59,0,0,0,182.5,104,204.7,95,229.9,100,11.3,8,4,0,61.83
351,AR,179,1,1,38,220.1,78,234.3,71,237.3,85,10.1,4,4,0,70.75000000000001
352,AR,79,0,0,0,152.2,112,177.2,132,96.4,87,5.3,3,1,0,46.699999999999996
353,AK,117,0,0,0,181.5,95,205.1,88,204.0,82,14.7,9,2,0,61.44
354,MS,64,1,0,0,236.2,77,218.6,85,194.1,97,13.2,2,2,1,71.02
355,ME,31,0,0,0,166.1,105,79.3,93,213.7,98,12.7,2,1,0,48.029999999999994
356,CA,124,1,0,0,244.6,89,188.8,80,206.0,114,11.3,4,1,0,69.94999999999999
357,NM,122,0,1,23,134.2,85,227.3,132,122.4,96,8.5,2,2,0,49.93999999999999
358,NE,37,1,1,39,149.7,122,211.1,75,114.3,90,9.2,4,1,0,51.01
359,SC,90,0,1,29,150.1,109,264.7,103,178.4,97,5.8,4,1,0,57.62
360,CO,159,1,0,0,257.1,53,312.2,127,183.0,82,8.8,6,1,1,80.86999999999999
361,DE,148,0,0,0,124.4,83,179.7,81,253.0,99,11.3,6,0,0,50.86
362,OH,39,0,1,36,141.7,121,232.3,113,222.1,131,12.0,5,1,0,57.07000000000001
363,MS,77,0,0,0,230.0,87,103.2,138,309.6,136,11.3,3,2,0,64.85000000000001
364,OK,194,0,0,0,162.3,88,213.7,118,192.1,81,10.9,2,0,0,57.33
365,CO,154,0,0,0,350.8,75,216.5,94,253.9,100,10.1,9,1,1,92.2
366,NC,112,0,0,0,193.3,96,264.1,123,128.6,115,9.1,3,4,0,63.56
367,MD,45,0,0,0,78.2,127,253.4,108,255.0,100,18.0,3,1,0,51.17
368,KS,132,0,0,0,83.4,110,232.2,137,146.7,114,7.6,5,1,0,42.57
369,MA,128,0,0,0,195.6,99,267.8,120,164.9,76,16.0,2,0,0,67.75
370,NC,135,0,0,0,201.8,81,225.0,114,204.4,82,10.3,6,1,0,65.42
371,NM,56,0,0,0,197.0,110,222.8,102,225.3,91,10.6,6,2,0,65.43
372,CA,151,1,0,0,218.0,57,114.4,88,269.2,95,12.4,1,0,1,62.24
373,NY,32,0,0,0,164.8,98,229.9,96,167.3,108,14.8,2,2,0,59.09
374,AZ,90,0,0,0,179.2,77,210.7,99,276.9,58,9.2,6,2,0,63.31
375,SD,87,0,1,21,214.0,113,180.0,114,134.5,82,10.6,5,0,0,60.59
376,DC,138,0,0,0,170.5,87,118.2,116,187.9,111,11.2,7,2,0,50.52
377,ND,79,0,0,0,205.7,123,214.5,108,226.1,106,6.7,18,1,0,65.18
378,MO,95,1,0,0,165.5,84,286.2,112,198.9,89,11.5,2,1,1,64.53
379,KS,127,0,0,0,221.0,100,160.7,113,233.1,96,6.8,4,2,0,63.56000000000001
380,SD,137,0,0,0,242.1,118,191.0,93,218.6,50,14.7,2,3,0,71.21
381,OK,97,0,0,0,151.6,107,155.4,96,240.0,112,14.7,4,1,0,53.75
382,OR,149,1,0,0,176.2,87,145.0,81,249.5,92,5.7,4,0,0,55.050000000000004
383,IN,117,1,1,22,196.0,82,322.7,82,225.6,120,3.7,5,1,0,71.9
384,OH,84,0,0,0,159.5,125,247.1,90,187.9,82,7.2,4,2,0,58.52
385,KS,137,0,0,0,230.2,113,220.4,79,204.7,111,10.7,7,4,0,69.96
386,CT,99,0,0,0,146.7,64,274.0,99,321.3,98,8.9,1,3,0,65.09
387,NH,54,0,0,0,210.5,102,204.5,83,127.8,53,8.5,5,1,0,61.22
388,WI,85,0,0,0,102.0,95,270.2,139,148.2,105,10.7,3,1,0,49.870000000000005
389,MS,150,0,0,0,126.0,99,238.5,73,285.1,100,10.2,6,3,0,57.269999999999996
390,WV,43,0,0,0,168.4,125,243.8,89,214.7,102,11.1,2,1,0,62.00999999999999
391,MA,35,0,0,0,105.6,129,258.2,129,213.1,77,8.7,3,0,0,51.839999999999996
392,MD,98,0,0,0,206.5,92,176.2,152,232.8,115,12.4,5,5,0,63.92000000000001
393,PA,112,0,0,0,217.1,76,205.2,100,185.7,91,9.4,3,2,0,65.25
394,WI,16,0,0,0,229.6,78,205.7,108,166.2,91,10.8,2,0,1,66.91000000000001
395,TN,98,0,1,22,278.3,89,93.4,143,107.6,42,9.7,5,0,0,62.71
396,TX,84,0,0,0,138.6,102,199.0,93,204.1,137,7.8,4,0,0,51.77
397,OR,94,0,0,0,234.4,103,279.3,109,234.2,121,2.0,2,1,1,74.67
398,IL,84,0,0,0,181.5,129,130.7,112,186.5,118,8.5,4,1,0,52.66
399,DC,66,0,0,0,167.3,91,230.0,68,191.7,118,10.6,5,1,1,59.480000000000004
400,GA,98,0,1,31,121.0,105,218.9,98,226.7,110,12.0,1,1,0,52.62
401,ID,74,0,0,0,221.1,124,110.8,94,240.1,112,10.6,3,0,0,60.67
402,UT,96,0,1,26,145.8,108,192.2,89,165.1,96,9.9,2,1,0,51.23
403,KY,119,0,0,0,222.8,122,163.2,107,160.6,112,11.2,6,1,0,62.00000000000001
404,OH,73,0,0,0,183.4,80,242.0,115,201.4,100,7.5,3,4,0,62.84
405,WI,92,1,0,0,264.3,91,160.9,115,198.6,73,9.3,5,0,0,70.06
406,IL,21,0,0,0,146.0,78,109.7,79,247.4,108,6.8,7,0,0,47.11000000000001
407,DE,122,0,0,0,157.1,134,184.9,122,197.2,59,8.5,5,4,1,53.599999999999994
408,RI,133,1,0,0,127.3,108,251.3,81,135.0,88,10.3,3,1,0,51.86
409,TX,145,0,0,0,187.9,110,197.0,117,167.0,108,4.8,4,2,0,57.50999999999999
410,OR,25,0,0,0,178.8,90,141.2,72,203.0,99,8.4,5,2,0,53.81
411,NV,64,0,0,0,97.2,80,186.2,90,189.0,92,10.4,6,2,0,43.660000000000004
412,NE,85,0,0,0,259.8,85,242.3,117,168.8,72,5.4,1,0,0,73.83
413,MS,126,0,0,0,256.5,112,199.5,90,188.3,122,7.0,5,3,0,70.93
414,OR,76,0,0,0,169.5,77,124.0,87,219.4,92,10.0,3,0,0,51.93
415,DE,113,0,0,0,239.7,47,282.9,110,238.4,88,8.7,3,2,1,77.88
416,DE,224,1,0,0,171.5,99,160.0,103,212.4,102,5.0,2,1,1,53.67
417,AZ,117,0,0,0,239.9,84,174.8,106,209.5,93,9.8,2,0,0,67.72
418,SD,128,0,1,34,142.3,73,194.8,79,239.3,81,16.0,6,1,0,55.839999999999996
419,NV,115,0,0,0,184.1,98,327.0,73,212.5,106,7.5,6,2,0,70.69
420,NM,141,0,1,28,206.9,126,264.4,126,171.8,124,9.3,11,2,0,67.88000000000001
421,MN,51,0,0,0,259.9,114,176.2,94,77.2,112,15.3,1,1,0,66.75999999999999
422,NJ,100,0,0,0,203.8,122,283.1,76,197.3,83,12.5,3,0,0,70.96999999999998
423,IN,96,0,1,45,248.8,124,140.3,77,263.6,102,10.3,2,3,0,68.87
424,DC,112,0,1,16,221.6,110,130.2,123,200.0,108,11.3,3,1,0,60.79
425,MA,129,1,0,0,192.9,131,185.5,101,205.2,130,10.9,4,1,0,60.730000000000004
426,ME,163,0,0,0,122.4,129,113.4,108,180.2,97,12.5,7,1,0,41.940000000000005
427,NH,67,0,1,40,104.9,65,216.3,93,217.4,128,9.6,9,1,0,48.59
428,AZ,140,0,0,0,173.2,91,196.8,106,209.3,128,11.2,5,3,0,58.61000000000001
429,OR,49,0,0,0,119.4,69,273.3,92,214.4,153,12.4,7,2,0,56.53
430,KS,46,0,0,0,250.3,100,260.6,90,195.0,104,13.3,2,2,1,77.07
431,NE,148,0,0,0,178.3,98,282.6,110,181.0,98,11.4,4,1,0,65.56
432,MI,112,0,0,0,243.4,77,182.1,97,259.2,94,12.8,2,1,0,71.97999999999999
433,SC,78,0,0,0,155.0,106,175.3,101,155.6,125,11.8,5,2,0,51.44
434,PA,61,0,1,31,288.7,101,203.8,102,203.2,49,8.6,3,0,0,77.86
435,MT,58,0,1,29,240.4,80,118.9,91,164.2,108,11.2,3,1,0,61.39
436,NM,155,0,0,0,190.3,123,301.3,96,214.6,134,8.0,3,1,0,69.78
437,OH,100,0,0,0,278.0,76,176.7,74,219.5,126,8.3,4,0,1,74.39999999999999
438,WY,113,0,0,0,155.0,93,330.6,106,189.4,123,13.5,3,1,0,66.62
439,MI,81,0,0,0,153.5,99,197.6,102,198.5,86,6.3,2,2,0,53.53000000000001
440,AR,135,0,1,27,273.4,141,154.0,99,245.8,112,12.3,6,1,0,73.94999999999999
441,FL,99,0,0,0,155.3,93,265.7,95,145.7,67,12.4,4,0,0,58.89
442,AR,59,0,1,29,133.1,114,221.2,82,131.6,103,6.8,3,1,0,49.190000000000005
443,MO,135,0,0,0,246.8,129,187.8,121,154.5,109,12.6,5,1,0,68.27000000000001
444,WI,85,1,0,0,165.4,107,196.0,126,349.2,110,9.6,7,2,0,63.08
445,TX,70,0,0,0,59.5,103,257.2,106,208.3,86,11.1,6,0,0,44.349999999999994
446,TX,88,0,0,0,138.3,116,236.0,138,179.1,110,9.6,4,3,0,54.22
447,NM,55,0,0,0,286.7,100,134.4,121,192.9,122,6.9,5,2,0,70.7
448,GA,75,0,0,0,117.3,114,201.1,61,107.9,82,12.2,3,1,0,45.18
449,ID,79,0,1,21,264.3,79,202.8,118,173.4,92,6.3,3,4,0,71.67
450,AL,85,0,0,0,127.9,107,271.2,124,202.2,76,12.5,5,0,0,57.27
451,KS,86,0,1,23,225.5,107,246.3,105,245.7,81,9.8,2,0,0,72.99000000000001
452,SD,91,0,0,0,149.0,115,245.3,105,260.0,94,8.3,3,0,0,60.12
453,LA,149,0,1,20,198.9,77,274.0,88,190.7,76,14.3,9,1,0,69.54
454,OH,97,0,0,0,256.4,125,273.9,100,222.7,101,11.1,1,1,1,79.89
455,MA,88,0,0,0,264.8,124,245.4,112,160.5,115,14.8,2,1,1,77.1
456,AZ,60,0,0,0,98.2,88,180.5,69,223.6,69,9.3,2,2,0,44.6
457,KY,54,0,0,0,159.8,99,264.0,64,115.7,70,9.7,7,2,0,57.44
458,DC,11,0,1,28,190.6,86,220.1,122,180.3,80,6.0,3,3,0,60.839999999999996
459,WA,109,0,0,0,184.0,120,120.4,119,153.7,86,11.0,3,0,0,51.400000000000006
460,UT,90,0,0,0,261.8,128,220.6,104,136.6,91,9.6,5,1,0,72.0
461,RI,115,0,0,0,147.9,109,228.4,117,299.7,90,9.6,9,3,0,60.629999999999995
462,OH,144,0,1,18,106.4,109,108.1,113,208.4,111,10.1,5,1,0,39.39
463,NV,91,0,0,0,133.7,75,195.3,87,280.5,89,5.9,2,0,0,53.54
464,ND,105,0,1,23,193.5,85,220.2,90,272.4,111,8.5,5,0,0,66.17999999999999
465,NV,71,1,0,0,178.2,113,167.8,94,182.1,111,13.6,3,3,1,56.41
466,FL,132,0,1,36,226.2,103,181.6,125,258.8,102,10.5,5,3,1,68.38000000000001
467,MD,112,0,0,0,170.4,103,200.2,71,258.3,100,11.6,4,1,0,60.739999999999995
468,AZ,86,0,1,32,70.9,163,166.7,121,244.9,105,11.1,5,3,0,40.239999999999995
469,AL,41,0,1,34,194.4,63,254.9,110,160.2,115,17.2,9,2,0,66.57
470,NE,44,0,0,0,240.3,146,164.6,83,240.7,106,10.6,2,1,0,68.53
471,NV,78,0,0,0,75.0,116,248.7,87,176.0,83,9.5,6,3,0,44.38
472,IL,149,0,0,0,69.1,117,136.3,100,181.7,53,6.3,3,1,0,33.22
473,WV,72,0,1,33,96.6,59,315.4,98,163.3,117,6.2,4,4,1,52.25000000000001
474,MI,139,0,1,20,214.6,101,235.1,132,162.8,132,14.8,12,0,0,67.78999999999999
475,AR,74,0,0,0,148.5,111,146.5,42,289.2,83,9.9,6,3,0,53.38
476,UT,50,0,0,0,258.1,106,161.4,106,225.1,110,11.7,5,1,0,70.89
477,GA,141,0,1,23,149.7,112,162.5,118,220.3,115,7.6,2,3,0,51.22
478,AZ,140,0,0,0,149.8,134,164.4,98,294.7,124,8.1,2,1,0,54.88999999999999
479,ID,99,0,0,0,190.4,102,158.1,107,271.5,92,11.2,4,2,0,61.05
480,HI,166,0,0,0,181.4,108,253.8,54,112.3,94,11.6,6,1,0,60.589999999999996
481,NV,124,0,0,0,151.1,123,187.4,104,255.4,93,5.3,3,1,0,54.540000000000006
482,MD,74,0,0,0,155.7,116,173.7,63,257.4,97,8.1,4,0,0,54.99999999999999
483,GA,117,0,0,0,149.9,95,256.1,110,212.7,92,13.3,13,2,0,60.41
484,GA,85,0,0,0,222.3,132,231.5,101,223.5,75,11.0,2,3,0,70.5
485,UT,36,0,1,16,149.4,111,131.8,113,132.7,87,6.7,2,0,0,44.379999999999995
486,MA,102,1,0,0,233.8,103,221.6,131,146.9,106,12.8,3,0,0,68.66
487,IN,76,0,0,0,204.2,100,292.6,139,244.3,105,10.5,2,0,0,73.41
488,VT,165,0,0,0,242.9,126,209.8,65,228.4,126,0.0,0,1,0,69.39999999999999
489,IA,130,0,0,0,150.4,119,230.5,99,186.3,76,12.3,4,1,0,56.86
490,IN,78,0,0,0,208.9,119,252.4,132,280.2,120,12.8,7,0,0,73.02999999999999
491,AL,55,1,0,0,191.9,91,256.1,110,203.7,101,14.3,6,1,1,67.42
492,ME,92,1,0,0,130.7,113,260.6,122,244.2,98,9.4,2,2,1,57.9
493,RI,129,0,1,33,119.6,104,278.7,88,263.4,175,5.9,2,2,0,57.46
494,MD,18,0,0,0,273.6,93,114.6,116,250.6,120,8.2,4,1,0,69.74
495,FL,161,1,0,0,156.1,114,180.3,63,179.6,115,11.1,9,2,0,52.949999999999996
496,CA,93,0,1,36,178.7,134,178.6,102,126.8,82,8.0,4,2,0,53.43000000000001
497,AL,144,0,0,0,177.5,93,287.4,75,180.5,118,11.9,3,2,0,65.94
498,ME,75,1,0,0,211.3,61,105.6,119,175.9,63,9.7,4,4,1,55.440000000000005
499,WV,95,0,0,0,175.2,91,244.4,109,75.8,95,7.5,2,1,0,55.989999999999995
500,SD,126,0,1,23,114.3,102,190.3,103,240.4,111,12.6,7,3,0,49.83
501,FL,124,0,1,28,251.4,104,225.1,89,251.9,121,7.5,5,1,0,75.24000000000001
502,MI,93,1,0,0,216.9,61,207.4,120,221.7,110,17.5,5,1,1,69.21000000000001
503,MI,109,1,1,26,217.2,138,145.5,111,280.7,76,9.3,3,0,0,64.43
504,NM,80,0,0,0,206.3,97,154.9,98,263.6,82,12.4,12,0,0,63.45
505,AK,41,0,0,0,159.3,66,125.9,75,261.9,76,11.1,5,1,0,52.57
506,OH,136,0,1,31,143.1,88,236.6,65,227.8,120,11.4,5,2,0,57.769999999999996
507,MO,92,0,0,0,154.0,122,329.8,88,288.0,117,5.6,2,3,1,68.68
508,KS,143,0,1,24,186.6,69,222.0,116,234.9,138,11.6,5,1,0,64.29
509,MS,118,0,1,26,170.8,114,199.5,125,169.7,98,9.6,5,5,1,56.230000000000004
510,VT,193,0,1,17,124.0,102,202.9,81,205.1,129,12.3,3,1,0,50.88
511,NE,73,0,0,0,198.3,94,279.3,101,146.2,87,14.8,8,3,0,68.03
512,VA,62,0,0,0,172.8,101,204.8,97,240.8,90,9.1,8,2,0,60.089999999999996
513,DE,30,0,1,30,217.4,74,213.8,86,227.2,104,6.6,3,0,0,67.13000000000001
514,AL,60,1,1,29,265.9,113,215.8,94,108.1,82,14.0,12,0,1,72.18
515,ID,148,0,1,14,93.6,137,193.8,72,144.9,84,17.5,5,1,0,43.629999999999995
516,MS,96,0,0,0,98.2,100,307.2,88,182.5,120,7.6,1,2,0,53.059999999999995
517,OK,52,0,0,0,214.7,68,158.6,138,123.4,114,9.4,4,2,0,58.07
518,NM,87,0,0,0,168.2,92,224.7,100,169.5,99,12.9,3,1,0,58.8
519,WI,41,0,0,0,202.9,97,153.8,104,113.5,92,9.0,3,3,0,55.1
520,WV,112,0,0,0,261.4,108,154.5,102,130.9,90,11.6,2,1,0,66.59
521,SC,88,0,0,0,73.3,86,161.4,82,239.6,76,8.2,3,4,1,39.17
522,KY,122,0,1,27,253.7,84,229.2,109,190.5,123,9.2,5,7,0,73.66000000000001
523,MO,61,0,0,0,45.0,108,151.3,74,152.9,94,9.8,6,2,0,30.039999999999996
524,IL,87,0,0,0,231.3,105,171.7,108,67.7,136,13.0,6,1,0,60.46999999999999
525,OK,176,0,0,0,47.4,125,167.8,90,163.1,107,10.5,8,2,0,32.5
526,MI,30,0,0,0,227.4,88,182.5,100,191.7,134,12.5,3,0,0,66.17999999999999
527,NJ,95,0,1,22,40.9,126,133.4,90,264.2,91,11.9,7,0,0,33.39
528,ID,46,0,0,0,124.8,133,157.3,143,199.3,72,8.6,4,2,0,45.879999999999995
529,DC,100,1,0,0,68.5,110,337.1,115,205.2,99,12.1,9,0,0,52.800000000000004
530,NY,47,0,1,37,163.5,77,203.1,102,232.0,87,7.8,4,2,0,57.61
531,AL,77,0,0,0,163.0,112,219.1,89,233.4,66,6.7,3,2,0,58.64
532,OR,98,0,1,38,213.7,61,253.0,104,207.7,73,10.7,5,2,0,70.08
533,OK,125,0,1,36,201.3,117,42.2,78,125.7,104,5.4,3,1,0,44.93
534,LA,67,0,0,0,310.4,97,66.5,123,246.5,99,9.2,10,4,0,71.99000000000001
535,NE,194,0,0,0,48.4,101,281.1,138,218.5,87,18.2,1,1,0,46.86
536,TX,128,0,1,40,171.2,88,145.7,109,196.8,93,14.0,6,1,0,54.120000000000005
537,UT,190,0,1,22,166.5,93,183.0,92,121.0,102,8.5,3,0,0,51.60999999999999
538,OR,165,0,0,0,216.6,126,190.8,104,224.7,123,12.4,8,0,0,66.5
539,NY,59,0,0,0,107.8,113,216.6,125,217.5,92,9.9,3,2,0,49.199999999999996
540,AL,47,0,1,28,141.3,94,168.0,108,113.5,84,7.8,2,1,0,45.519999999999996
541,RI,150,0,1,29,209.9,77,158.0,52,141.9,113,6.6,1,0,0,57.28
542,MN,152,1,1,20,237.5,120,253.4,94,265.2,80,14.2,3,9,1,77.67999999999999
543,NC,26,0,0,0,234.5,109,216.5,129,191.6,94,3.5,6,3,0,67.84
544,MD,79,0,1,31,103.1,90,243.0,135,76.4,92,12.2,8,3,0,44.919999999999995
545,RI,95,0,1,27,129.5,106,248.9,90,268.0,115,11.9,3,1,0,58.45
546,WI,69,1,0,0,279.8,90,248.7,91,171.0,118,8.4,10,2,1,78.67
547,VT,95,1,1,41,136.8,91,200.8,61,133.7,67,10.3,9,5,1,49.129999999999995
548,CT,31,0,1,31,100.1,54,246.3,97,255.0,131,5.9,3,0,0,51.03
549,OK,121,0,1,31,237.1,63,205.6,117,196.7,85,10.1,5,4,0,69.37
550,AK,111,0,0,0,172.8,58,183.1,108,158.8,104,7.9,3,4,1,54.22
551,NY,157,0,0,0,224.5,111,200.7,99,116.6,118,11.5,2,2,0,63.59
552,GA,44,0,0,0,288.1,112,258.0,92,192.4,90,10.2,4,3,1,82.32
553,UT,61,1,0,0,78.2,103,195.9,149,108.0,100,10.1,6,2,0,37.529999999999994
554,NM,65,0,0,0,148.7,80,259.0,94,149.5,107,12.7,6,2,0,57.46
555,NE,74,0,1,25,194.6,84,119.9,103,175.5,75,13.1,2,2,0,54.709999999999994
556,NJ,123,0,0,0,159.5,77,303.8,92,226.9,120,12.0,4,0,0,66.39
557,TX,58,0,1,20,194.5,110,213.7,89,236.6,92,9.5,2,1,0,64.45
558,MT,74,0,0,0,174.1,96,251.1,94,257.6,123,8.3,5,2,1,64.77
559,CO,125,0,0,0,131.8,97,136.7,100,308.2,119,7.7,6,2,0,49.98
560,VT,80,0,0,0,160.6,103,237.0,109,245.1,88,10.7,1,1,0,61.370000000000005
561,RI,53,0,1,18,146.8,107,310.0,84,178.7,130,7.2,7,0,0,61.29
562,WY,99,0,1,28,200.7,88,264.2,116,172.7,102,9.1,5,1,0,66.80999999999999
563,ID,99,0,0,0,145.6,106,98.3,106,230.8,83,10.9,5,1,0,46.44
564,CT,66,0,1,29,229.4,104,257.4,84,231.5,119,8.0,1,2,0,73.46
565,ME,97,0,0,0,211.0,76,189.0,100,123.0,102,4.7,4,3,0,58.75
566,AZ,75,0,1,37,121.5,97,271.4,110,248.7,97,11.3,5,2,0,57.97
567,MD,85,1,0,0,216.0,73,188.2,117,147.1,98,3.6,7,2,0,60.309999999999995
568,IN,108,0,0,0,293.0,88,160.6,101,143.9,87,10.0,6,2,0,72.64
569,NC,133,1,1,32,221.1,137,264.9,99,168.9,108,15.4,4,2,1,71.86999999999999
570,DE,51,0,0,0,181.5,108,196.9,87,187.2,119,10.3,2,1,0,58.8
571,MN,186,0,1,26,74.3,107,177.3,116,296.3,90,14.5,3,2,0,44.95
572,WI,44,1,0,0,62.3,92,275.0,82,138.7,108,10.8,3,1,0,43.13
573,FL,64,0,1,31,228.6,88,248.5,109,167.1,124,9.0,1,3,0,69.93
574,WV,44,0,0,0,228.1,121,276.5,79,279.8,77,9.9,5,2,1,77.54
575,SD,114,0,1,36,309.9,90,200.3,89,183.5,105,14.2,2,1,0,81.80000000000001
576,FL,92,0,0,0,201.9,74,226.8,119,217.5,80,13.7,6,3,0,67.09
577,OR,110,0,0,0,149.8,112,180.0,93,140.0,119,11.7,4,2,0,50.22999999999999
578,CO,90,0,1,30,183.8,76,229.7,95,144.1,124,7.7,3,1,0,59.33
579,CT,72,0,1,21,186.7,108,335.0,86,187.2,119,16.5,4,1,0,73.1
580,IN,113,0,0,0,209.4,151,347.3,113,246.0,116,7.4,2,1,1,78.19
581,PA,171,0,1,25,223.2,77,183.2,118,150.8,90,10.2,3,3,0,63.05
582,NM,104,0,0,0,164.2,109,155.4,90,168.9,117,10.7,8,1,0,51.61000000000001
583,ME,165,0,0,0,150.5,75,193.1,93,311.6,93,10.3,2,1,0,58.8
584,SD,104,0,0,0,234.2,128,293.1,92,183.9,79,9.8,6,0,1,75.65
585,AR,110,0,0,0,55.3,102,164.7,124,200.7,108,10.2,5,1,0,35.18
586,TX,90,1,0,0,221.8,97,203.8,134,215.8,154,8.4,4,1,0,67.01
587,NH,114,0,0,0,169.6,85,58.9,86,179.3,124,7.4,8,1,0,43.91
588,OK,101,0,0,0,89.7,118,260.1,79,170.1,93,13.5,11,5,1,48.66
589,WI,117,0,1,14,80.2,81,219.0,103,122.6,102,8.6,2,1,0,40.089999999999996
590,AL,109,0,0,0,218.9,105,299.9,87,158.6,110,11.3,4,2,0,72.89
591,PA,82,0,0,0,125.7,96,207.6,137,183.1,103,12.9,2,1,0,50.739999999999995
592,OK,92,0,0,0,176.3,85,93.4,125,207.2,107,9.6,1,2,0,49.81999999999999
